customer_id,session_date,experiment_group,city,device_type,acquisition_channel
263199,2023-08-24 05:57:14,Variant,Mumbai,Android,Instagram
263199,2023-08-25 05:57:14,Variant,Mumbai,Android,Instagram
387227,2023-12-26 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2023-12-28 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2024-01-09 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2024-01-17 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2024-01-24 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2024-01-29 22:55:46,Variant,Mumbai,Android,Google Ads
387227,2024-02-01 22:55:46,Variant,Mumbai,Android,Google Ads
385559,2023-08-30 22:38:13,Variant,Bangalore,Android,Referral
385559,2023-09-16 22:38:13,Variant,Bangalore,Android,Referral
385559,2023-09-17 22:38:13,Variant,Bangalore,Android,Referral
385559,2023-10-05 22:38:13,Variant,Bangalore,Android,Referral
127149,2023-10-07 15:02:51,Variant,Delhi,Android,Organic
127149,2023-11-01 15:02:51,Variant,Delhi,Android,Organic
127149,2023-11-11 15:02:51,Variant,Delhi,Android,Organic
136876,2023-07-30 12:06:25,Control,Bangalore,Android,Google Ads
136876,2023-08-12 12:06:25,Control,Bangalore,Android,Google Ads
136876,2023-08-17 12:06:25,Control,Bangalore,Android,Google Ads
136876,2023-08-25 12:06:25,Control,Bangalore,Android,Google Ads
103884,2023-12-26 01:40:57,Control,Chennai,iOS,Organic
103884,2024-01-04 01:40:57,Control,Chennai,iOS,Organic
38612,2023-12-18 15:35:08,Control,Bangalore,iOS,Organic
38612,2023-12-25 15:35:08,Control,Bangalore,iOS,Organic
38612,2024-01-21 15:35:08,Control,Bangalore,iOS,Organic
38612,2024-02-04 15:35:08,Control,Bangalore,iOS,Organic
38612,2024-02-07 15:35:08,Control,Bangalore,iOS,Organic
334619,2023-11-23 11:23:41,Control,Bangalore,Android,Organic
334619,2023-12-01 11:23:41,Control,Bangalore,Android,Organic
334619,2023-12-26 11:23:41,Control,Bangalore,Android,Organic
334619,2024-01-04 11:23:41,Control,Bangalore,Android,Organic
92996,2023-08-12 09:24:08,Variant,Bangalore,Android,Google Ads
92996,2023-08-21 09:24:08,Variant,Bangalore,Android,Google Ads
92996,2023-08-22 09:24:08,Variant,Bangalore,Android,Google Ads
92996,2023-08-26 09:24:08,Variant,Bangalore,Android,Google Ads
195723,2023-07-15 06:25:56,Variant,Hyderabad,Android,Organic
195723,2023-07-27 06:25:56,Variant,Hyderabad,Android,Organic
195723,2023-08-15 06:25:56,Variant,Hyderabad,Android,Organic
195723,2023-08-29 06:25:56,Variant,Hyderabad,Android,Organic
111356,2023-07-21 05:39:17,Variant,Mumbai,Android,Organic
111356,2023-07-25 05:39:17,Variant,Mumbai,Android,Organic
111356,2023-08-10 05:39:17,Variant,Mumbai,Android,Organic
111356,2023-09-02 05:39:17,Variant,Mumbai,Android,Organic
111356,2023-09-03 05:39:17,Variant,Mumbai,Android,Organic
367591,2024-01-03 11:46:35,Variant,Bangalore,Android,Instagram
367591,2024-01-30 11:46:35,Variant,Bangalore,Android,Instagram
367591,2024-02-01 11:46:35,Variant,Bangalore,Android,Instagram
367591,2024-02-12 11:46:35,Variant,Bangalore,Android,Instagram
367591,2024-02-14 11:46:35,Variant,Bangalore,Android,Instagram
399121,2023-12-05 16:53:47,Control,Delhi,Android,Organic
399121,2023-12-25 16:53:47,Control,Delhi,Android,Organic
399121,2024-01-10 16:53:47,Control,Delhi,Android,Organic
260680,2024-01-04 19:00:59,Control,Hyderabad,Android,Referral
260680,2024-01-19 19:00:59,Control,Hyderabad,Android,Referral
260680,2024-01-22 19:00:59,Control,Hyderabad,Android,Referral
260680,2024-01-31 19:00:59,Control,Hyderabad,Android,Referral
260680,2024-02-18 19:00:59,Control,Hyderabad,Android,Referral
124838,2023-12-11 22:52:27,Variant,Mumbai,iOS,Organic
124838,2023-12-16 22:52:27,Variant,Mumbai,iOS,Organic
124838,2024-01-02 22:52:27,Variant,Mumbai,iOS,Organic
295111,2023-11-11 15:54:59,Variant,Hyderabad,Android,Organic
295111,2023-11-15 15:54:59,Variant,Hyderabad,Android,Organic
295111,2023-11-23 15:54:59,Variant,Hyderabad,Android,Organic
295111,2023-12-12 15:54:59,Variant,Hyderabad,Android,Organic
42052,2023-10-07 03:21:01,Variant,Hyderabad,Android,Instagram
42052,2023-10-08 03:21:01,Variant,Hyderabad,Android,Instagram
42052,2023-10-14 03:21:01,Variant,Hyderabad,Android,Instagram
42052,2023-10-29 03:21:01,Variant,Hyderabad,Android,Instagram
42052,2023-11-14 03:21:01,Variant,Hyderabad,Android,Instagram
42052,2023-11-18 03:21:01,Variant,Hyderabad,Android,Instagram
52832,2023-08-14 06:03:41,Variant,Mumbai,iOS,Organic
52832,2023-08-28 06:03:41,Variant,Mumbai,iOS,Organic
52832,2023-09-08 06:03:41,Variant,Mumbai,iOS,Organic
52832,2023-09-08 06:03:41,Variant,Mumbai,iOS,Organic
120833,2023-07-21 21:44:42,Variant,Bangalore,Android,Referral
120833,2023-08-22 21:44:42,Variant,Bangalore,Android,Referral
120833,2023-08-29 21:44:42,Variant,Bangalore,Android,Referral
120833,2023-08-31 21:44:42,Variant,Bangalore,Android,Referral
94483,2023-07-12 06:38:55,Variant,Bangalore,Android,Referral
94483,2023-07-25 06:38:55,Variant,Bangalore,Android,Referral
94483,2023-08-12 06:38:55,Variant,Bangalore,Android,Referral
94483,2023-08-16 06:38:55,Variant,Bangalore,Android,Referral
94483,2023-08-17 06:38:55,Variant,Bangalore,Android,Referral
94483,2023-08-27 06:38:55,Variant,Bangalore,Android,Referral
49631,2023-12-17 20:03:05,Control,Chennai,Android,Google Ads
49631,2024-01-08 20:03:05,Control,Chennai,Android,Google Ads
49631,2024-01-11 20:03:05,Control,Chennai,Android,Google Ads
114085,2023-08-24 10:07:50,Variant,Pune,Android,Google Ads
114085,2023-09-20 10:07:50,Variant,Pune,Android,Google Ads
114085,2023-09-24 10:07:50,Variant,Pune,Android,Google Ads
114085,2023-10-02 10:07:50,Variant,Pune,Android,Google Ads
114085,2023-10-14 10:07:50,Variant,Pune,Android,Google Ads
251607,2023-09-19 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-09-21 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-09-21 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-10-06 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-10-07 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-11-02 13:12:59,Variant,Hyderabad,iOS,Organic
251607,2023-11-09 13:12:59,Variant,Hyderabad,iOS,Organic
72339,2023-08-21 05:08:40,Control,Bangalore,Android,Organic
72339,2023-09-09 05:08:40,Control,Bangalore,Android,Organic
72339,2023-09-10 05:08:40,Control,Bangalore,Android,Organic
229946,2023-09-20 09:33:26,Variant,Mumbai,Android,Google Ads
229946,2023-11-07 09:33:26,Variant,Mumbai,Android,Google Ads
229946,2023-11-11 09:33:26,Variant,Mumbai,Android,Google Ads
92726,2023-08-21 18:06:53,Control,Hyderabad,iOS,Referral
92726,2023-09-02 18:06:53,Control,Hyderabad,iOS,Referral
92726,2023-09-03 18:06:53,Control,Hyderabad,iOS,Referral
92726,2023-09-06 18:06:53,Control,Hyderabad,iOS,Referral
320493,2023-08-06 15:36:00,Variant,Bangalore,iOS,Instagram
320493,2023-08-13 15:36:00,Variant,Bangalore,iOS,Instagram
320493,2023-08-22 15:36:00,Variant,Bangalore,iOS,Instagram
320493,2023-08-30 15:36:00,Variant,Bangalore,iOS,Instagram
69348,2023-11-12 07:06:40,Control,Bangalore,iOS,Instagram
69348,2023-12-06 07:06:40,Control,Bangalore,iOS,Instagram
69348,2023-12-25 07:06:40,Control,Bangalore,iOS,Instagram
69348,2023-12-30 07:06:40,Control,Bangalore,iOS,Instagram
270149,2023-09-08 05:39:04,Variant,Delhi,Android,Instagram
270149,2023-09-14 05:39:04,Variant,Delhi,Android,Instagram
270149,2023-09-17 05:39:04,Variant,Delhi,Android,Instagram
270149,2023-09-21 05:39:04,Variant,Delhi,Android,Instagram
270149,2023-11-02 05:39:04,Variant,Delhi,Android,Instagram
354016,2024-01-17 00:40:58,Control,Mumbai,Android,Referral
354016,2024-01-18 00:40:58,Control,Mumbai,Android,Referral
354016,2024-01-24 00:40:58,Control,Mumbai,Android,Referral
105754,2023-09-07 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-09-09 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-09-22 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-09-23 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-09-29 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-10-06 22:37:49,Variant,Bangalore,iOS,Organic
105754,2023-10-27 22:37:49,Variant,Bangalore,iOS,Organic
157578,2023-07-26 20:50:00,Control,Bangalore,iOS,Instagram
157578,2023-08-06 20:50:00,Control,Bangalore,iOS,Instagram
157578,2023-08-20 20:50:00,Control,Bangalore,iOS,Instagram
157578,2023-09-10 20:50:00,Control,Bangalore,iOS,Instagram
157578,2023-09-12 20:50:00,Control,Bangalore,iOS,Instagram
350373,2023-09-28 23:02:11,Control,Bangalore,Android,Referral
350373,2023-10-24 23:02:11,Control,Bangalore,Android,Referral
350373,2023-10-25 23:02:11,Control,Bangalore,Android,Referral
47440,2023-08-22 00:37:32,Control,Mumbai,Android,Organic
47440,2023-09-01 00:37:32,Control,Mumbai,Android,Organic
47440,2023-09-24 00:37:32,Control,Mumbai,Android,Organic
47440,2023-10-01 00:37:32,Control,Mumbai,Android,Organic
85633,2023-09-11 09:16:24,Variant,Bangalore,Android,Instagram
85633,2023-10-25 09:16:24,Variant,Bangalore,Android,Instagram
85633,2023-10-31 09:16:24,Variant,Bangalore,Android,Instagram
110091,2023-07-09 15:51:30,Control,Bangalore,iOS,Instagram
110091,2023-07-14 15:51:30,Control,Bangalore,iOS,Instagram
110091,2023-07-27 15:51:30,Control,Bangalore,iOS,Instagram
96877,2023-11-30 09:52:38,Control,Delhi,Android,Referral
96877,2023-11-30 09:52:38,Control,Delhi,Android,Referral
96877,2023-12-11 09:52:38,Control,Delhi,Android,Referral
96877,2023-12-18 09:52:38,Control,Delhi,Android,Referral
96877,2024-01-07 09:52:38,Control,Delhi,Android,Referral
261400,2023-08-07 11:53:41,Variant,Bangalore,Android,Organic
261400,2023-08-15 11:53:41,Variant,Bangalore,Android,Organic
261400,2023-09-04 11:53:41,Variant,Bangalore,Android,Organic
177078,2023-12-03 21:21:11,Variant,Mumbai,Android,Organic
177078,2023-12-07 21:21:11,Variant,Mumbai,Android,Organic
177078,2023-12-16 21:21:11,Variant,Mumbai,Android,Organic
68429,2023-11-23 03:33:46,Variant,Bangalore,Android,Instagram
68429,2023-12-18 03:33:46,Variant,Bangalore,Android,Instagram
68429,2023-12-19 03:33:46,Variant,Bangalore,Android,Instagram
68429,2024-01-06 03:33:46,Variant,Bangalore,Android,Instagram
68429,2024-01-17 03:33:46,Variant,Bangalore,Android,Instagram
373633,2023-12-24 10:55:04,Control,Bangalore,iOS,Facebook
373633,2023-12-27 10:55:04,Control,Bangalore,iOS,Facebook
373633,2024-02-01 10:55:04,Control,Bangalore,iOS,Facebook
373633,2024-02-04 10:55:04,Control,Bangalore,iOS,Facebook
373633,2024-02-07 10:55:04,Control,Bangalore,iOS,Facebook
390490,2023-08-03 14:48:29,Variant,Bangalore,Android,Organic
390490,2023-08-25 14:48:29,Variant,Bangalore,Android,Organic
390490,2023-08-26 14:48:29,Variant,Bangalore,Android,Organic
72639,2023-12-14 22:01:08,Control,Delhi,iOS,Organic
72639,2024-01-04 22:01:08,Control,Delhi,iOS,Organic
72639,2024-01-22 22:01:08,Control,Delhi,iOS,Organic
72639,2024-02-11 22:01:08,Control,Delhi,iOS,Organic
95644,2023-08-28 04:34:40,Control,Chennai,iOS,Instagram
95644,2023-08-31 04:34:40,Control,Chennai,iOS,Instagram
95644,2023-09-18 04:34:40,Control,Chennai,iOS,Instagram
95644,2023-09-26 04:34:40,Control,Chennai,iOS,Instagram
95644,2023-09-30 04:34:40,Control,Chennai,iOS,Instagram
129597,2023-11-15 02:49:22,Variant,Chennai,Android,Organic
129597,2023-11-29 02:49:22,Variant,Chennai,Android,Organic
129597,2023-12-01 02:49:22,Variant,Chennai,Android,Organic
129597,2023-12-10 02:49:22,Variant,Chennai,Android,Organic
129597,2023-12-15 02:49:22,Variant,Chennai,Android,Organic
129597,2023-12-17 02:49:22,Variant,Chennai,Android,Organic
101084,2023-09-25 09:32:27,Variant,Hyderabad,Android,Referral
101084,2023-10-05 09:32:27,Variant,Hyderabad,Android,Referral
101084,2023-10-16 09:32:27,Variant,Hyderabad,Android,Referral
101084,2023-10-17 09:32:27,Variant,Hyderabad,Android,Referral
101084,2023-11-05 09:32:27,Variant,Hyderabad,Android,Referral
46859,2023-10-12 08:08:55,Variant,Mumbai,Android,Facebook
46859,2023-10-22 08:08:55,Variant,Mumbai,Android,Facebook
46859,2023-10-29 08:08:55,Variant,Mumbai,Android,Facebook
46859,2023-11-13 08:08:55,Variant,Mumbai,Android,Facebook
117810,2023-09-26 17:41:34,Control,Bangalore,iOS,Organic
117810,2023-10-14 17:41:34,Control,Bangalore,iOS,Organic
117810,2023-10-22 17:41:34,Control,Bangalore,iOS,Organic
117810,2023-11-02 17:41:34,Control,Bangalore,iOS,Organic
49034,2023-08-18 00:30:50,Control,Bangalore,Android,Google Ads
49034,2023-08-23 00:30:50,Control,Bangalore,Android,Google Ads
113972,2023-12-05 16:25:25,Control,Chennai,Android,Organic
113972,2023-12-07 16:25:25,Control,Chennai,Android,Organic
113972,2023-12-15 16:25:25,Control,Chennai,Android,Organic
113972,2023-12-23 16:25:25,Control,Chennai,Android,Organic
52360,2023-07-02 16:58:07,Variant,Bangalore,iOS,Organic
52360,2023-08-16 16:58:07,Variant,Bangalore,iOS,Organic
52360,2023-08-24 16:58:07,Variant,Bangalore,iOS,Organic
83504,2024-01-13 08:44:15,Control,Bangalore,Android,Instagram
83504,2024-01-13 08:44:15,Control,Bangalore,Android,Instagram
83504,2024-01-26 08:44:15,Control,Bangalore,Android,Instagram
194778,2023-12-22 17:39:35,Control,Bangalore,iOS,Organic
194778,2023-12-22 17:39:35,Control,Bangalore,iOS,Organic
194778,2024-01-24 17:39:35,Control,Bangalore,iOS,Organic
194778,2024-02-05 17:39:35,Control,Bangalore,iOS,Organic
105992,2023-09-19 04:31:47,Control,Bangalore,Android,Facebook
105992,2023-09-20 04:31:47,Control,Bangalore,Android,Facebook
105992,2023-10-24 04:31:47,Control,Bangalore,Android,Facebook
105992,2023-11-02 04:31:47,Control,Bangalore,Android,Facebook
373486,2023-08-01 07:36:16,Variant,Bangalore,Android,Referral
373486,2023-08-15 07:36:16,Variant,Bangalore,Android,Referral
373486,2023-08-16 07:36:16,Variant,Bangalore,Android,Referral
373486,2023-08-19 07:36:16,Variant,Bangalore,Android,Referral
373486,2023-09-02 07:36:16,Variant,Bangalore,Android,Referral
373486,2023-09-07 07:36:16,Variant,Bangalore,Android,Referral
378923,2023-11-22 22:03:41,Control,Mumbai,Android,Organic
378923,2023-11-24 22:03:41,Control,Mumbai,Android,Organic
378923,2023-12-01 22:03:41,Control,Mumbai,Android,Organic
378923,2023-12-03 22:03:41,Control,Mumbai,Android,Organic
58898,2023-12-24 17:25:04,Variant,Hyderabad,iOS,Organic
58898,2023-12-30 17:25:04,Variant,Hyderabad,iOS,Organic
58898,2024-01-03 17:25:04,Variant,Hyderabad,iOS,Organic
75115,2023-07-02 10:55:53,Control,Chennai,Android,Organic
75115,2023-07-04 10:55:53,Control,Chennai,Android,Organic
75115,2023-07-22 10:55:53,Control,Chennai,Android,Organic
75115,2023-08-02 10:55:53,Control,Chennai,Android,Organic
59674,2023-09-18 01:15:31,Variant,Delhi,iOS,Organic
59674,2023-09-23 01:15:31,Variant,Delhi,iOS,Organic
59674,2023-10-16 01:15:31,Variant,Delhi,iOS,Organic
59674,2023-11-11 01:15:31,Variant,Delhi,iOS,Organic
115238,2023-08-20 21:20:11,Control,Hyderabad,iOS,Organic
115238,2023-09-07 21:20:11,Control,Hyderabad,iOS,Organic
115238,2023-09-14 21:20:11,Control,Hyderabad,iOS,Organic
368663,2023-10-11 14:21:49,Variant,Bangalore,Android,Organic
368663,2023-10-20 14:21:49,Variant,Bangalore,Android,Organic
368663,2023-10-25 14:21:49,Variant,Bangalore,Android,Organic
368663,2023-11-10 14:21:49,Variant,Bangalore,Android,Organic
368663,2023-11-17 14:21:49,Variant,Bangalore,Android,Organic
368663,2023-11-21 14:21:49,Variant,Bangalore,Android,Organic
128353,2023-08-20 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-08-22 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-08-30 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-09-14 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-09-16 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-10-02 07:13:42,Variant,Hyderabad,iOS,Referral
128353,2023-10-04 07:13:42,Variant,Hyderabad,iOS,Referral
355713,2023-10-01 09:40:17,Control,Mumbai,Android,Google Ads
355713,2023-10-01 09:40:17,Control,Mumbai,Android,Google Ads
355713,2023-10-16 09:40:17,Control,Mumbai,Android,Google Ads
355713,2023-10-16 09:40:17,Control,Mumbai,Android,Google Ads
269793,2023-09-09 06:26:10,Variant,Bangalore,Android,Google Ads
269793,2023-09-24 06:26:10,Variant,Bangalore,Android,Google Ads
269793,2023-10-01 06:26:10,Variant,Bangalore,Android,Google Ads
269793,2023-10-17 06:26:10,Variant,Bangalore,Android,Google Ads
100778,2023-07-10 19:48:00,Control,Mumbai,Android,Google Ads
100778,2023-07-14 19:48:00,Control,Mumbai,Android,Google Ads
100778,2023-08-11 19:48:00,Control,Mumbai,Android,Google Ads
100778,2023-08-13 19:48:00,Control,Mumbai,Android,Google Ads
183520,2024-01-04 18:05:24,Variant,Hyderabad,iOS,Organic
183520,2024-01-18 18:05:24,Variant,Hyderabad,iOS,Organic
183520,2024-02-04 18:05:24,Variant,Hyderabad,iOS,Organic
183520,2024-02-07 18:05:24,Variant,Hyderabad,iOS,Organic
391860,2024-01-12 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-01-19 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-01-27 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-02-03 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-02-03 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-02-10 11:37:20,Variant,Mumbai,Android,Organic
391860,2024-02-23 11:37:20,Variant,Mumbai,Android,Organic
334373,2023-10-01 20:38:15,Control,Hyderabad,Android,Google Ads
334373,2023-10-25 20:38:15,Control,Hyderabad,Android,Google Ads
334373,2023-11-02 20:38:15,Control,Hyderabad,Android,Google Ads
334373,2023-11-06 20:38:15,Control,Hyderabad,Android,Google Ads
370405,2023-09-29 00:48:16,Control,Bangalore,Android,Referral
370405,2023-10-02 00:48:16,Control,Bangalore,Android,Referral
370405,2023-10-31 00:48:16,Control,Bangalore,Android,Referral
370405,2023-11-05 00:48:16,Control,Bangalore,Android,Referral
370405,2023-11-19 00:48:16,Control,Bangalore,Android,Referral
64153,2023-09-23 11:10:50,Control,Pune,Android,Organic
64153,2023-09-26 11:10:50,Control,Pune,Android,Organic
314480,2023-07-18 09:52:48,Control,Delhi,Android,Instagram
314480,2023-08-29 09:52:48,Control,Delhi,Android,Instagram
314480,2023-09-01 09:52:48,Control,Delhi,Android,Instagram
232035,2023-07-16 14:34:41,Control,Bangalore,iOS,Instagram
232035,2023-08-11 14:34:41,Control,Bangalore,iOS,Instagram
80434,2023-11-21 04:11:45,Control,Chennai,iOS,Referral
80434,2023-12-02 04:11:45,Control,Chennai,iOS,Referral
81166,2023-08-13 18:47:55,Control,Hyderabad,Android,Organic
81166,2023-09-02 18:47:55,Control,Hyderabad,Android,Organic
81166,2023-09-18 18:47:55,Control,Hyderabad,Android,Organic
81166,2023-09-27 18:47:55,Control,Hyderabad,Android,Organic
91397,2023-08-26 16:09:25,Variant,Chennai,iOS,Instagram
91397,2023-09-08 16:09:25,Variant,Chennai,iOS,Instagram
91397,2023-09-18 16:09:25,Variant,Chennai,iOS,Instagram
91397,2023-09-26 16:09:25,Variant,Chennai,iOS,Instagram
237592,2023-09-28 12:21:42,Control,Delhi,Android,Referral
237592,2023-11-20 12:21:42,Control,Delhi,Android,Referral
91879,2023-09-17 18:11:48,Control,Hyderabad,iOS,Instagram
91879,2023-09-23 18:11:48,Control,Hyderabad,iOS,Instagram
91879,2023-10-12 18:11:48,Control,Hyderabad,iOS,Instagram
91879,2023-10-23 18:11:48,Control,Hyderabad,iOS,Instagram
22405,2023-09-12 16:18:39,Variant,Bangalore,Android,Instagram
22405,2023-09-13 16:18:39,Variant,Bangalore,Android,Instagram
22405,2023-10-26 16:18:39,Variant,Bangalore,Android,Instagram
290693,2023-11-03 05:02:24,Control,Bangalore,Android,Instagram
290693,2023-11-12 05:02:24,Control,Bangalore,Android,Instagram
290693,2023-11-18 05:02:24,Control,Bangalore,Android,Instagram
290693,2023-11-30 05:02:24,Control,Bangalore,Android,Instagram
290693,2023-12-04 05:02:24,Control,Bangalore,Android,Instagram
64658,2023-09-25 11:54:40,Control,Mumbai,Android,Referral
64658,2023-10-09 11:54:40,Control,Mumbai,Android,Referral
64658,2023-10-10 11:54:40,Control,Mumbai,Android,Referral
64658,2023-11-05 11:54:40,Control,Mumbai,Android,Referral
365401,2023-09-03 15:51:46,Control,Mumbai,iOS,Organic
365401,2023-09-08 15:51:46,Control,Mumbai,iOS,Organic
365401,2023-09-19 15:51:46,Control,Mumbai,iOS,Organic
301032,2023-09-05 14:28:13,Variant,Bangalore,Android,Google Ads
301032,2023-09-15 14:28:13,Variant,Bangalore,Android,Google Ads
301032,2023-09-22 14:28:13,Variant,Bangalore,Android,Google Ads
301032,2023-10-01 14:28:13,Variant,Bangalore,Android,Google Ads
301032,2023-10-17 14:28:13,Variant,Bangalore,Android,Google Ads
100536,2023-07-25 01:48:49,Variant,Bangalore,Android,Google Ads
100536,2023-08-11 01:48:49,Variant,Bangalore,Android,Google Ads
100536,2023-08-12 01:48:49,Variant,Bangalore,Android,Google Ads
100536,2023-09-07 01:48:49,Variant,Bangalore,Android,Google Ads
100536,2023-09-10 01:48:49,Variant,Bangalore,Android,Google Ads
100536,2023-09-15 01:48:49,Variant,Bangalore,Android,Google Ads
232359,2023-12-31 12:01:56,Control,Chennai,Android,Google Ads
232359,2024-01-18 12:01:56,Control,Chennai,Android,Google Ads
232359,2024-01-27 12:01:56,Control,Chennai,Android,Google Ads
232359,2024-02-12 12:01:56,Control,Chennai,Android,Google Ads
232359,2024-02-16 12:01:56,Control,Chennai,Android,Google Ads
360844,2023-09-17 05:39:55,Variant,Pune,Android,Organic
360844,2023-09-18 05:39:55,Variant,Pune,Android,Organic
360844,2023-09-22 05:39:55,Variant,Pune,Android,Organic
360844,2023-09-24 05:39:55,Variant,Pune,Android,Organic
360844,2023-10-09 05:39:55,Variant,Pune,Android,Organic
360844,2023-10-15 05:39:55,Variant,Pune,Android,Organic
360844,2023-10-16 05:39:55,Variant,Pune,Android,Organic
353606,2023-11-19 19:36:57,Variant,Mumbai,Android,Organic
353606,2023-12-10 19:36:57,Variant,Mumbai,Android,Organic
353606,2023-12-18 19:36:57,Variant,Mumbai,Android,Organic
109221,2023-09-08 09:40:47,Variant,Bangalore,Android,Instagram
109221,2023-09-23 09:40:47,Variant,Bangalore,Android,Instagram
109221,2023-09-29 09:40:47,Variant,Bangalore,Android,Instagram
109221,2023-10-11 09:40:47,Variant,Bangalore,Android,Instagram
109221,2023-10-20 09:40:47,Variant,Bangalore,Android,Instagram
109221,2023-10-25 09:40:47,Variant,Bangalore,Android,Instagram
78318,2023-10-25 23:31:17,Variant,Bangalore,iOS,Google Ads
78318,2023-11-11 23:31:17,Variant,Bangalore,iOS,Google Ads
78318,2023-11-13 23:31:17,Variant,Bangalore,iOS,Google Ads
118776,2023-12-07 19:43:50,Variant,Bangalore,Android,Facebook
118776,2023-12-18 19:43:50,Variant,Bangalore,Android,Facebook
118776,2023-12-20 19:43:50,Variant,Bangalore,Android,Facebook
118776,2024-01-13 19:43:50,Variant,Bangalore,Android,Facebook
118776,2024-01-16 19:43:50,Variant,Bangalore,Android,Facebook
92806,2023-08-26 22:50:43,Control,Chennai,Android,Instagram
92806,2023-08-30 22:50:43,Control,Chennai,Android,Instagram
130521,2023-11-28 15:01:10,Control,Bangalore,Android,Referral
130521,2023-12-12 15:01:10,Control,Bangalore,Android,Referral
52031,2023-10-31 15:11:51,Control,Mumbai,iOS,Google Ads
52031,2023-11-13 15:11:51,Control,Mumbai,iOS,Google Ads
52031,2023-11-17 15:11:51,Control,Mumbai,iOS,Google Ads
52031,2023-11-18 15:11:51,Control,Mumbai,iOS,Google Ads
52031,2023-12-20 15:11:51,Control,Mumbai,iOS,Google Ads
304708,2023-12-11 04:22:18,Variant,Bangalore,iOS,Instagram
304708,2024-01-06 04:22:18,Variant,Bangalore,iOS,Instagram
304708,2024-01-27 04:22:18,Variant,Bangalore,iOS,Instagram
304708,2024-02-01 04:22:18,Variant,Bangalore,iOS,Instagram
74925,2023-09-24 05:07:10,Variant,Mumbai,Android,Referral
74925,2023-10-20 05:07:10,Variant,Mumbai,Android,Referral
74925,2023-10-28 05:07:10,Variant,Mumbai,Android,Referral
74925,2023-11-10 05:07:10,Variant,Mumbai,Android,Referral
104130,2023-11-02 05:48:21,Variant,Mumbai,Android,Google Ads
104130,2023-11-23 05:48:21,Variant,Mumbai,Android,Google Ads
104130,2023-12-19 05:48:21,Variant,Mumbai,Android,Google Ads
150865,2023-08-08 14:37:11,Variant,Delhi,Android,Organic
150865,2023-08-08 14:37:11,Variant,Delhi,Android,Organic
150865,2023-08-17 14:37:11,Variant,Delhi,Android,Organic
150865,2023-08-30 14:37:11,Variant,Delhi,Android,Organic
150865,2023-09-13 14:37:11,Variant,Delhi,Android,Organic
331608,2023-10-08 01:58:28,Control,Bangalore,Android,Referral
331608,2023-10-18 01:58:28,Control,Bangalore,Android,Referral
331608,2023-11-14 01:58:28,Control,Bangalore,Android,Referral
363561,2023-12-16 23:51:15,Variant,Bangalore,iOS,Google Ads
363561,2023-12-22 23:51:15,Variant,Bangalore,iOS,Google Ads
363561,2023-12-23 23:51:15,Variant,Bangalore,iOS,Google Ads
363561,2024-01-13 23:51:15,Variant,Bangalore,iOS,Google Ads
363561,2024-01-16 23:51:15,Variant,Bangalore,iOS,Google Ads
363561,2024-02-03 23:51:15,Variant,Bangalore,iOS,Google Ads
235620,2023-11-26 20:43:13,Variant,Bangalore,Android,Organic
235620,2023-12-17 20:43:13,Variant,Bangalore,Android,Organic
235620,2024-01-17 20:43:13,Variant,Bangalore,Android,Organic
118975,2023-08-12 15:39:49,Variant,Chennai,Android,Organic
118975,2023-09-10 15:39:49,Variant,Chennai,Android,Organic
118975,2023-09-20 15:39:49,Variant,Chennai,Android,Organic
118975,2023-09-27 15:39:49,Variant,Chennai,Android,Organic
118975,2023-09-30 15:39:49,Variant,Chennai,Android,Organic
128224,2023-07-27 05:38:29,Variant,Chennai,Android,Organic
128224,2023-08-16 05:38:29,Variant,Chennai,Android,Organic
128224,2023-08-21 05:38:29,Variant,Chennai,Android,Organic
128224,2023-09-04 05:38:29,Variant,Chennai,Android,Organic
128224,2023-09-08 05:38:29,Variant,Chennai,Android,Organic
109419,2023-08-13 17:48:58,Variant,Mumbai,iOS,Organic
109419,2023-08-23 17:48:58,Variant,Mumbai,iOS,Organic
