order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,signup_date,city,device_type,acquisition_channel,app_version,experiment_group,session_id,session_date,recommendation_seen,recommendation_clicked,restaurants_viewed,cart_created,order_completed,coupon_used
1477482,114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,,30,16,2023-07-29 14:43:09,Mumbai,Android,Organic,4.9.0,Control,S100417,2024-01-03 08:37:41,1,0,3,0,1,1
1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5.0,22,26,2023-11-11 10:44:27,Chennai,Android,Facebook,4.9.0,Control,S100418,2024-01-05 02:46:52,1,0,2,1,1,0
1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5.0,28,27,2023-12-27 06:03:48,Delhi,Android,Organic,4.8.1,Variant,S100419,2024-01-01 02:37:15,0,0,2,1,1,0
1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5.0,26,26,2023-10-07 10:53:24,Delhi,Android,Google Ads,4.9.0,Control,S100420,2024-01-06 04:19:16,1,1,6,1,1,0
1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4.0,32,17,2023-09-14 08:27:05,Mumbai,Android,Organic,4.8.1,Control,S100421,2024-01-21 05:33:34,1,0,3,1,1,0
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5.0,24,28,2023-07-15 08:44:42,Mumbai,iOS,Instagram,4.9.0,Control,S100422,2024-01-01 21:53:01,0,0,2,1,1,0
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5.0,28,29,2023-08-30 00:08:22,Delhi,Android,Instagram,4.9.0,Control,S100423,2024-01-27 11:43:47,1,0,4,0,1,0
1477066,376381,Shake Shack,American,8.25,Weekend,,30,15,2023-12-01 17:14:48,Chennai,iOS,Facebook,4.8.1,Variant,S100424,2024-01-27 03:02:28,1,0,3,1,1,1
1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,,31,18,2023-09-14 22:30:00,Bangalore,Android,Organic,4.9.0,Variant,S100425,2024-01-27 21:27:39,1,0,4,1,1,1
1478064,221430,Han Dynasty,Chinese,14.75,Weekend,,30,16,2023-09-16 05:10:58,Hyderabad,iOS,Organic,4.8.1,Control,S100426,2024-01-28 19:33:35,1,0,1,1,1,0
1477711,67647,J G Melon,American,12.66,Weekend,4.0,23,20,2023-08-26 14:58:26,Bangalore,iOS,Organic,4.8.1,Control,S100427,2024-01-09 20:15:21,1,0,4,0,1,0
1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,,20,24,2023-12-12 00:22:07,Pune,iOS,Organic,4.8.1,Variant,S100428,2024-01-21 03:06:23,1,0,3,0,1,0
1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4.0,30,28,2023-10-07 10:53:24,Delhi,Android,Google Ads,4.9.0,Control,S100429,2024-01-14 12:55:48,1,0,2,1,1,0
1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4.0,30,24,2023-10-01 10:53:24,Delhi,Android,Referral,4.8.1,Control,S100430,2024-01-30 21:15:15,1,1,7,1,1,1
1477195,64830,Cafeteria,American,20.47,Weekday,3.0,32,24,2023-11-22 17:07:27,Pune,Android,Organic,4.9.0,Variant,S100431,2024-01-18 09:55:44,1,0,3,1,1,0
1477737,104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,,21,15,2023-11-21 21:44:55,Mumbai,iOS,Organic,4.8.1,Control,S100432,2024-01-13 19:41:17,1,0,2,1,1,0
1477058,65779,The Kati Roll Company,Indian,24.35,Weekday,,33,29,2023-11-06 04:52:18,Bangalore,iOS,Organic,4.8.1,Control,S100433,2024-01-18 21:02:28,1,0,4,1,1,0
1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4.0,24,27,2023-07-15 14:45:52,Bangalore,Android,Organic,4.9.0,Variant,S100434,2024-01-04 08:13:10,1,0,2,0,1,1
1477193,304291,PJ Clarke's,American,5.92,Weekday,3.0,33,30,2023-08-12 12:41:55,Delhi,Android,Instagram,4.8.1,Control,S100435,2024-01-11 07:23:37,1,0,2,1,1,0
1476596,199735,The Meatball Shop,Italian,14.12,Weekend,,32,18,2023-07-19 06:39:19,Chennai,Android,Referral,4.8.1,Control,S100436,2024-01-17 07:20:36,1,0,4,1,1,0
1477154,143796,S'MAC,American,5.92,Weekday,4.0,34,30,2023-10-16 14:12:05,Bangalore,iOS,Organic,4.9.0,Control,S100437,2024-01-19 23:54:09,1,1,8,1,1,0
1478278,42755,Blue Ribbon Fried Chicken,American,13.0,Weekend,,29,30,2023-11-03 20:32:55,Mumbai,Android,Google Ads,4.9.0,Variant,S100438,2024-01-08 12:40:19,1,1,6,1,1,0
1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4.0,30,20,2023-08-22 06:18:08,Chennai,iOS,Organic,4.8.1,Variant,S100439,2024-01-30 06:55:26,1,1,6,1,1,1
1476557,348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,,35,22,2023-09-21 12:35:44,Bangalore,iOS,Organic,4.9.0,Control,S100440,2024-01-11 06:27:05,1,1,7,1,1,1
1477264,35774,The Meatball Shop,Italian,12.23,Weekday,,28,33,2023-09-08 22:11:35,Bangalore,Android,Organic,4.9.0,Control,S100441,2024-01-04 03:32:47,1,0,4,0,1,1
1476806,203370,Chipotle Mexican Grill 199 Delivery,Mexican,24.3,Weekday,,21,33,2023-12-10 15:53:23,Delhi,Android,Instagram,4.9.0,Variant,S100442,2024-01-03 05:07:12,1,0,1,0,1,0
1478000,167136,ilili Restaurant,Middle Eastern,29.05,Weekend,,24,29,2023-10-13 19:47:22,Bangalore,Android,Google Ads,4.9.0,Control,S100443,2024-01-16 15:44:55,1,0,2,1,1,0
1478159,57943,Shake Shack,American,15.76,Weekend,3.0,35,29,2023-10-10 11:18:08,Chennai,Android,Instagram,4.8.1,Variant,S100444,2024-01-25 09:11:32,1,1,4,1,1,0
1476910,397362,TAO,Japanese,8.1,Weekend,5.0,32,16,2023-09-12 04:42:47,Pune,Android,Organic,4.9.0,Variant,S100445,2024-01-19 09:27:08,1,0,3,1,1,1
1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5.0,34,29,2023-10-30 20:07:30,Hyderabad,Android,Organic,4.9.0,Control,S100446,2024-01-13 17:42:47,1,0,4,1,1,0
1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4.0,23,30,2023-07-10 03:59:31,Pune,Android,Instagram,4.9.0,Control,S100447,2024-01-27 10:58:23,1,0,4,0,1,0
1477458,114247,Shake Shack,American,20.23,Weekend,,32,18,2023-07-06 19:12:37,Hyderabad,Android,Google Ads,4.9.0,Control,S100448,2024-01-08 03:56:32,1,0,1,1,1,1
1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5.0,28,28,2023-08-20 16:18:47,Chennai,Android,Referral,4.8.1,Variant,S100449,2024-01-01 13:38:35,1,0,3,0,1,0
1477772,91958,TAO,Japanese,12.18,Weekday,,26,33,2023-08-17 17:41:39,Chennai,Android,Google Ads,4.9.0,Control,S100450,2024-01-09 08:29:07,1,0,2,0,1,1
1477319,145389,Westville Hudson,American,20.23,Weekday,,31,29,2023-11-05 08:08:29,Hyderabad,Android,Instagram,4.9.0,Control,S100451,2024-01-14 20:41:59,1,0,2,0,1,1
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5.0,33,21,2023-10-22 08:11:52,Hyderabad,Android,Organic,4.9.0,Variant,S100452,2024-01-21 09:46:51,1,0,3,0,1,1
1477571,121476,Blue Ribbon Fried Chicken,American,16.2,Weekend,,32,23,2023-09-01 16:05:09,Delhi,Android,Instagram,4.8.1,Control,S100453,2024-01-24 14:14:09,1,0,4,1,1,0
1477274,96877,Melt Shop,American,9.12,Weekday,,29,33,2023-11-29 09:52:38,Delhi,Android,Referral,4.8.1,Control,S100454,2024-01-07 04:57:06,1,0,1,0,1,0
1477276,304449,Friend of a Farmer,American,9.75,Weekend,,26,30,2023-09-07 19:49:54,Delhi,Android,Referral,4.9.0,Variant,S100455,2024-01-29 08:49:36,1,1,4,1,1,1
1478046,53289,The Loop,Japanese,31.38,Weekend,4.0,26,24,2023-08-29 02:33:19,Bangalore,Android,Referral,4.8.1,Variant,S100456,2024-01-13 04:22:56,1,0,3,0,1,0
1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5.0,34,21,2023-11-08 21:49:12,Mumbai,Android,Facebook,4.8.1,Control,S100457,2024-01-17 06:05:30,1,0,2,1,1,0
1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5.0,21,23,2023-12-14 07:21:06,Bangalore,iOS,Instagram,4.9.0,Variant,S100458,2024-01-03 21:51:32,0,1,4,0,1,0
1478267,93065,Han Dynasty,Chinese,14.16,Weekend,,30,23,2023-08-20 02:06:16,Bangalore,iOS,Organic,4.9.0,Control,S100459,2024-01-18 22:01:38,1,0,3,1,1,1
1477901,353676,indikitch,Indian,9.26,Weekend,5.0,33,26,2023-08-27 10:22:20,Bangalore,Android,Google Ads,4.8.1,Variant,S100460,2024-01-06 16:24:32,1,0,1,0,1,0
1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4.0,34,21,2023-10-20 10:35:19,Bangalore,Android,Facebook,4.9.0,Control,S100461,2024-01-13 13:54:40,1,0,4,1,1,0
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5.0,22,18,2023-11-10 18:36:01,Delhi,Android,Organic,4.9.0,Variant,S100462,2024-01-06 20:16:39,1,0,2,0,1,1
1476749,351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4.0,35,25,2023-08-02 09:38:07,Hyderabad,iOS,Organic,4.8.1,Variant,S100463,2024-01-04 20:06:33,1,0,4,1,1,0
1477600,347263,Hangawi,Korean,6.74,Weekend,,21,22,2023-10-07 10:53:24,Delhi,Android,Google Ads,4.9.0,Control,S100464,2024-01-24 19:02:03,1,1,4,1,1,0
1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4.0,26,21,2023-11-04 20:10:14,Mumbai,Android,Organic,4.8.1,Variant,S100465,2024-01-27 00:43:08,1,0,4,1,1,1
1477498,103500,RedFarm Hudson,Chinese,14.02,Weekend,,29,22,2023-08-03 14:55:41,Delhi,Android,Referral,4.9.0,Control,S100466,2024-01-02 06:15:40,1,1,8,1,1,0
1478337,100527,Empanada Mama (closed),Mexican,5.92,Weekday,3.0,34,25,2023-10-01 09:37:21,Bangalore,Android,Facebook,4.9.0,Variant,S100467,2024-01-10 13:08:46,1,0,1,1,1,1
1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4.0,35,28,2023-08-31 13:53:05,Hyderabad,Android,Facebook,4.9.0,Variant,S100468,2024-01-16 05:01:33,1,1,5,1,1,0
1477372,55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5.0,32,22,2023-07-25 07:20:21,Mumbai,iOS,Organic,4.9.0,Control,S100469,2024-01-05 11:09:37,1,0,4,0,1,1
1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,,33,31,2023-12-02 16:19:46,Delhi,Android,Referral,4.8.1,Control,S100470,2024-01-20 08:47:30,1,0,2,0,1,1
1478158,232035,Balade,Middle Eastern,9.22,Weekday,5.0,25,24,2023-07-03 14:34:41,Bangalore,iOS,Instagram,4.8.1,Control,S100471,2024-01-23 07:55:05,1,0,3,0,1,1
1476586,173667,Osteria Morini,Italian,8.88,Weekend,,34,26,2023-12-23 04:00:15,Hyderabad,Android,Organic,4.9.0,Control,S100472,2024-01-08 09:27:53,1,0,2,1,1,0
1477951,242689,The Odeon,American,13.92,Weekend,,34,23,2023-10-21 20:10:36,Mumbai,iOS,Facebook,4.8.1,Control,S100473,2024-01-01 18:19:13,1,0,1,1,1,0
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5.0,27,29,2023-09-19 04:27:20,Chennai,iOS,Facebook,4.9.0,Variant,S100474,2024-01-01 00:54:27,1,0,1,1,1,1
1476738,233614,Yama 49,Japanese,22.36,Weekend,,33,25,2023-07-08 03:47:47,Mumbai,Android,Google Ads,4.9.0,Control,S100475,2024-01-26 05:31:37,1,1,8,0,1,1
1477445,97079,Donburi-ya,Japanese,5.77,Weekend,,27,29,2023-08-16 22:48:38,Hyderabad,Android,Organic,4.9.0,Control,S100476,2024-01-23 06:36:36,1,0,2,0,1,0
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5.0,22,26,2023-08-31 17:25:52,Bangalore,Android,Instagram,4.9.0,Control,S100477,2024-01-02 19:39:24,1,0,2,1,1,0
1477403,87603,The Meatball Shop,American,6.69,Weekend,4.0,27,27,2023-10-30 19:23:47,Bangalore,iOS,Google Ads,4.8.1,Variant,S100478,2024-01-07 04:47:06,1,0,2,1,1,0
1477392,203370,Chipotle Mexican Grill 199 Delivery,Mexican,15.57,Weekend,4.0,31,20,2023-12-10 15:53:23,Delhi,Android,Instagram,4.9.0,Variant,S100479,2024-01-26 19:03:56,1,0,1,0,1,1
1476877,53289,The Loop,Japanese,4.66,Weekend,,34,25,2023-08-29 02:33:19,Bangalore,Android,Referral,4.8.1,Variant,S100480,2024-01-07 03:43:51,1,0,4,0,1,0
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5.0,33,18,2023-08-28 05:39:55,Pune,Android,Organic,4.8.1,Variant,S100481,2024-01-06 23:32:51,1,0,2,0,1,0
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5.0,34,33,2023-11-20 20:54:56,Chennai,Android,Referral,4.9.0,Control,S100482,2024-01-08 23:58:15,0,1,8,0,1,0
1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,,27,29,2023-11-14 09:58:51,Mumbai,iOS,Organic,4.9.0,Variant,S100483,2024-01-10 15:35:27,1,0,3,1,1,0
1478209,63141,Shake Shack,American,29.1,Weekend,,23,28,2023-09-23 19:35:41,Bangalore,Android,Organic,4.8.1,Variant,S100484,2024-01-14 11:02:08,1,1,6,1,1,1
1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4.0,33,28,2023-08-28 16:55:48,Chennai,Android,Referral,4.8.1,Control,S100485,2024-01-11 01:31:14,1,0,4,1,1,1
1477809,148499,Posto,Italian,24.25,Weekend,,23,25,2023-11-29 04:35:59,Mumbai,iOS,Google Ads,4.9.0,Variant,S100486,2024-01-26 06:25:51,1,0,3,1,1,0
1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5.0,30,32,2023-07-05 15:51:30,Bangalore,iOS,Instagram,4.9.0,Control,S100487,2024-01-01 19:37:20,1,0,3,1,1,0
1477516,52256,Han Dynasty,Chinese,29.15,Weekend,,31,19,2023-07-20 18:25:23,Pune,Android,Google Ads,4.9.0,Variant,S100488,2024-01-03 06:36:22,1,0,3,1,1,0
1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5.0,29,27,2023-12-06 10:52:39,Delhi,iOS,Organic,4.9.0,Variant,S100489,2024-01-24 03:49:51,0,0,1,1,1,0
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5.0,26,24,2023-08-29 10:10:07,Pune,iOS,Facebook,4.8.1,Control,S100490,2024-01-05 15:16:13,1,0,3,1,1,0
1476914,141445,Parm,Italian,16.3,Weekend,3.0,26,23,2023-10-07 13:49:59,Hyderabad,Android,Organic,4.8.1,Variant,S100491,2024-01-18 01:31:11,1,1,4,1,1,0
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5.0,25,30,2023-09-16 21:41:26,Delhi,Android,Referral,4.9.0,Control,S100492,2024-01-01 17:04:36,1,1,8,1,1,0
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,,21,26,2023-11-21 16:25:25,Chennai,Android,Organic,4.8.1,Control,S100493,2024-01-16 16:32:11,1,0,1,1,1,1
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5.0,24,22,2023-10-17 20:40:34,Hyderabad,Android,Google Ads,4.9.0,Control,S100494,2024-01-15 01:44:16,1,0,1,0,1,1
1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3.0,27,25,2023-09-06 17:59:44,Hyderabad,Android,Google Ads,4.8.1,Control,S100495,2024-01-08 19:38:30,1,0,1,0,1,0
1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,,31,29,2023-08-29 10:10:07,Pune,iOS,Facebook,4.8.1,Control,S100496,2024-01-30 01:42:00,1,0,1,1,1,1
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5.0,35,19,2023-12-15 16:29:51,Mumbai,Android,Google Ads,4.9.0,Variant,S100497,2024-01-11 09:32:00,0,0,1,1,1,1
1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,,34,32,2023-10-03 13:35:28,Chennai,iOS,Organic,4.9.0,Control,S100498,2024-01-08 08:18:56,1,0,1,1,1,1
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3.0,33,21,2023-12-20 21:05:51,Pune,Android,Organic,4.9.0,Variant,S100499,2024-01-19 08:54:21,1,0,3,0,1,1
1477495,92806,Shake Shack,American,14.94,Weekday,,33,31,2023-07-13 22:50:43,Chennai,Android,Instagram,4.9.0,Control,S100500,2024-01-24 05:40:35,1,0,4,1,1,1
1477248,349123,Shake Shack,American,12.95,Weekday,5.0,20,30,2023-08-19 18:55:54,Delhi,iOS,Google Ads,4.9.0,Control,S100501,2024-01-15 04:43:27,1,1,7,1,1,0
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4.0,31,25,2023-07-27 06:17:22,Hyderabad,Android,Referral,4.9.0,Control,S100502,2024-01-01 18:23:54,1,0,2,0,1,0
1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,,28,28,2023-12-22 23:40:05,Hyderabad,Android,Organic,4.9.0,Variant,S100503,2024-01-19 16:00:18,1,0,3,1,1,0
1478052,77544,Shake Shack,American,24.3,Weekend,4.0,35,16,2023-12-21 04:07:18,Delhi,Android,Google Ads,4.9.0,Control,S100504,2024-01-27 08:05:04,1,0,3,1,1,0
1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4.0,22,16,2023-07-23 22:58:29,Bangalore,Android,Referral,4.8.1,Variant,S100505,2024-01-05 17:53:15,1,0,1,1,1,0
1477856,143984,The Smile,American,25.17,Weekend,3.0,31,15,2023-09-28 14:02:21,Bangalore,Android,Google Ads,4.9.0,Control,S100506,2024-01-27 12:42:36,1,0,4,1,1,1
1477592,87357,Shake Shack,American,31.43,Weekend,5.0,30,19,2023-07-02 08:19:41,Hyderabad,Android,Instagram,4.9.0,Variant,S100507,2024-01-06 09:29:12,1,0,1,1,1,0
1477659,54093,Shake Shack,American,13.0,Weekend,,20,18,2023-07-18 14:41:41,Bangalore,Android,Organic,4.9.0,Variant,S100508,2024-01-24 00:55:46,1,1,7,0,1,1
1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,,28,29,2023-10-24 20:13:25,Bangalore,Android,Organic,4.8.1,Control,S100509,2024-01-24 04:23:39,1,0,1,1,1,0
1477230,284455,Shake Shack,American,12.66,Weekend,5.0,35,24,2023-10-31 22:04:28,Bangalore,Android,Instagram,4.9.0,Control,S100510,2024-01-21 12:43:52,1,0,2,0,1,0
1476624,117810,Momoya,Japanese,6.84,Weekday,,21,24,2023-09-13 17:41:34,Bangalore,iOS,Organic,4.9.0,Control,S100511,2024-01-01 14:25:34,1,0,2,1,1,0
1477832,100778,Spice Thai,Thai,15.86,Weekend,,34,25,2023-07-05 19:48:00,Mumbai,Android,Google Ads,4.8.1,Control,S100512,2024-01-21 11:20:31,1,0,1,1,1,0
1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5.0,34,30,2023-10-26 16:07:14,Bangalore,Android,Google Ads,4.9.0,Variant,S100513,2024-01-05 22:12:03,1,0,4,1,1,0
1478037,97346,da Umberto,Italian,7.61,Weekend,,23,26,2023-08-31 17:25:52,Bangalore,Android,Instagram,4.9.0,Control,S100514,2024-01-10 17:28:50,1,1,6,1,1,0
1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,,21,23,2023-11-01 04:14:50,Hyderabad,Android,Organic,4.8.1,Variant,S100515,2024-01-01 01:31:26,1,1,5,1,1,1
1476902,165110,Room Service,Thai,22.31,Weekend,,22,15,2023-09-09 15:58:45,Bangalore,Android,Google Ads,4.8.1,Variant,S100516,2024-01-14 17:59:43,1,1,8,1,1,0
1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4.0,23,28,2023-07-24 06:03:41,Mumbai,iOS,Organic,4.8.1,Variant,S100517,2024-01-11 02:35:32,1,0,4,0,1,0
1476703,405334,TAO,Japanese,25.22,Weekend,,26,16,2023-10-19 23:19:54,Pune,iOS,Instagram,4.9.0,Control,S100518,2024-01-13 00:44:18,0,1,6,1,1,1
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4.0,32,29,2023-08-09 19:10:18,Hyderabad,Android,Instagram,4.9.0,Control,S100519,2024-01-27 19:42:16,1,0,2,1,1,1
1476650,88201,J G Melon,American,8.35,Weekend,5.0,29,23,2023-09-30 14:14:57,Hyderabad,Android,Facebook,4.8.1,Variant,S100520,2024-01-21 22:44:51,1,0,1,1,1,0
1476643,88185,Momoya,Japanese,22.85,Weekend,4.0,32,17,2023-10-29 09:44:52,Mumbai,Android,Referral,4.9.0,Variant,S100521,2024-01-29 00:11:02,1,1,8,1,1,1
1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,,29,30,2023-11-09 02:10:37,Bangalore,Android,Referral,4.9.0,Control,S100522,2024-01-03 06:56:15,1,0,4,1,1,1
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5.0,23,28,2023-07-29 10:33:04,Pune,Android,Organic,4.9.0,Control,S100523,2024-01-28 14:54:48,1,0,4,1,1,0
1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3.0,21,16,2023-11-11 11:29:31,Delhi,Android,Organic,4.8.1,Control,S100524,2024-01-10 02:44:54,1,0,1,1,1,1
1476954,97370,Momoya,Japanese,14.21,Weekend,,24,30,2023-08-17 11:43:42,Bangalore,Android,Referral,4.8.1,Variant,S100525,2024-01-20 04:15:40,1,0,3,1,1,0
1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5.0,28,28,2023-07-24 06:03:41,Mumbai,iOS,Organic,4.8.1,Variant,S100526,2024-01-14 04:12:36,1,1,4,1,1,0
1478228,86233,TAO,Japanese,15.28,Weekend,4.0,33,22,2023-07-17 09:56:15,Hyderabad,Android,Organic,4.9.0,Control,S100527,2024-01-14 21:39:53,1,0,1,1,1,0
1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5.0,34,16,2023-08-14 01:24:48,Chennai,Android,Facebook,4.8.1,Variant,S100528,2024-01-11 07:04:25,1,0,4,1,1,1
1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4.0,35,21,2023-12-28 02:07:55,Pune,Android,Referral,4.9.0,Control,S100529,2024-01-07 04:13:56,1,0,4,0,1,0
1478114,237616,Shake Shack,American,5.68,Weekend,,26,18,2023-11-23 09:22:13,Bangalore,Android,Organic,4.9.0,Control,S100530,2024-01-01 10:35:02,1,0,2,0,1,0
1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4.0,22,17,2023-12-02 02:00:15,Hyderabad,Android,Referral,4.8.1,Control,S100531,2024-01-01 20:41:00,1,0,3,0,1,1
1478274,374826,Waverly Diner,American,22.8,Weekend,4.0,25,21,2023-12-18 10:29:38,Mumbai,iOS,Organic,4.8.1,Variant,S100532,2024-01-17 08:35:54,1,0,3,1,1,1
1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5.0,21,19,2023-09-23 02:16:35,Bangalore,Android,Organic,4.8.1,Variant,S100533,2024-01-21 13:23:23,1,0,4,0,1,0
1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5.0,20,23,2023-07-30 14:37:11,Delhi,Android,Organic,4.8.1,Variant,S100534,2024-01-27 08:19:20,1,1,6,1,1,1
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3.0,20,20,2023-08-13 16:02:42,Pune,Android,Organic,4.9.0,Variant,S100535,2024-01-03 11:25:45,1,0,4,1,1,0
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5.0,34,29,2023-11-23 14:27:11,Bangalore,Android,Organic,4.9.0,Control,S100536,2024-01-03 16:25:15,1,0,3,0,1,1
1476929,61181,S'MAC,American,24.2,Weekend,,28,17,2023-08-16 18:42:56,Pune,Android,Organic,4.8.1,Variant,S100537,2024-01-27 16:21:16,1,0,2,1,1,1
1477812,93505,Rubirosa,Italian,24.2,Weekend,5.0,31,15,2023-08-01 13:37:03,Mumbai,Android,Google Ads,4.8.1,Variant,S100538,2024-01-30 08:03:49,1,1,4,0,1,1
1477210,182080,Shake Shack,American,14.65,Weekday,,26,33,2023-09-05 02:04:00,Mumbai,Android,Instagram,4.8.1,Control,S100539,2024-01-07 02:03:50,1,0,4,0,1,0
1477873,370053,Shake Shack,American,12.08,Weekend,3.0,29,24,2023-10-26 11:10:35,Mumbai,Android,Instagram,4.9.0,Control,S100540,2024-01-16 10:06:37,1,0,4,0,1,0
1477858,60052,Rubirosa,Italian,5.77,Weekend,,27,21,2023-07-12 12:41:47,Mumbai,Android,Facebook,4.9.0,Control,S100541,2024-01-25 17:23:53,1,0,2,0,1,1
1477788,270444,PJ Clarke's,American,4.71,Weekend,,23,15,2023-11-25 01:43:55,Bangalore,Android,Google Ads,4.9.0,Control,S100542,2024-01-09 07:30:16,1,0,1,1,1,0
1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,,22,26,2023-09-14 19:37:14,Bangalore,Android,Organic,4.9.0,Control,S100543,2024-01-29 09:13:21,1,0,1,1,1,0
1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3.0,34,25,2023-08-29 09:06:37,Bangalore,Android,Organic,4.9.0,Control,S100544,2024-01-15 16:21:46,1,0,3,0,1,0
1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4.0,21,21,2023-08-09 22:42:36,Bangalore,Android,Instagram,4.9.0,Variant,S100545,2024-01-10 07:44:57,1,0,1,0,1,0
1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5.0,20,29,2023-10-19 04:29:33,Bangalore,Android,Instagram,4.9.0,Control,S100546,2024-01-06 23:41:53,1,0,1,0,1,0
1476895,105460,Burger Joint,American,13.1,Weekend,,22,18,2023-08-09 20:41:24,Delhi,Android,Organic,4.8.1,Variant,S100547,2024-01-15 14:51:48,1,1,8,0,1,0
1478236,121905,Chipotle Mexican Grill 199 Delivery,Mexican,22.26,Weekend,4.0,21,21,2023-08-03 21:05:09,Hyderabad,Android,Google Ads,4.9.0,Variant,S100548,2024-01-16 11:34:42,1,0,4,0,1,0
1476628,70456,Parm,Italian,12.56,Weekday,,32,28,2023-11-25 16:46:26,Bangalore,iOS,Organic,4.8.1,Variant,S100549,2024-01-13 11:07:51,1,0,1,0,1,0
1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,,24,22,2023-09-19 18:44:11,Pune,Android,Instagram,4.8.1,Variant,S100550,2024-01-13 07:06:23,1,1,4,1,1,1
1477547,242754,Rubirosa,Italian,13.92,Weekend,,29,27,2023-11-04 03:08:07,Chennai,Android,Facebook,4.9.0,Control,S100551,2024-01-27 02:17:36,1,0,3,1,1,1
1478349,229946,Balthazar Boulangerie,French,21.39,Weekend,,35,29,2023-09-18 09:33:26,Mumbai,Android,Google Ads,4.8.1,Variant,S100552,2024-01-24 17:16:05,1,0,4,0,1,0
